stage_id,title,order,step_id,left,top,description,en_title,en_description,de_title,de_description,es_title,es_description,dk_title,dk_description,ru_title,ru_description
snap_deal,Big Blind,3,snap_deal_3,91,64,"The big blind, marked as BB, is the second of the two initial mandatory bets. It is placed by the player immediately to the left of the small blind, and rotates after each hand to the next player, in a clockwise fashion. In a $10/$20 No Limit (NLHE) game, the big blind is equal to $20. However, in a Fixed Limit NLHE game, the BB is equal to the selected table’s lower betting limit. For example, if a table’s betting stake is $10/$20, the small blind would be $10.

In NLHE games, the amount of the big blind is also the minimum bet in the current betting round. The small and big blinds are important because they incite the action and get the game going, since there's already money to vie for in the pot.   ",Big Blind,"The big blind, marked as BB, is the second of the two initial mandatory bets. It is placed by the player immediately to the left of the small blind, and rotates after each hand to the next player, in a clockwise fashion. In a $10/$20 No Limit (NLHE) game, the big blind is equal to $20. However, in a Fixed Limit NLHE game, the BB is equal to the selected table’s lower betting limit. For example, if a table’s betting stake is $10/$20, the small blind would be $10.

In NLHE games, the amount of the big blind is also the minimum bet in the current betting round. The small and big blinds are important because they incite the action and get the game going, since there's already money to vie for in the pot.   ",Big Blind,"Der Big Blind mit der Kennzeichnung BB ist der zweite der beiden anfänglichen Zwangseinsätze. Er wird von dem Spieler unmittelbar links neben dem Small Blind platziert und rotiert nach jeder Hand im Uhrzeigersinn zum nächsten Spieler. In einem $ 10/$ 20-No-Limit-Spiel (NLHE) entspricht der Big Blind einem Betrag von $ 20. Bei einem Fixed Limit NLHE-Spiel entspricht der BB jedoch dem unteren Einsatzlimit am ausgewählten Tisch. Wenn der Einsatz an einem Tisch z. B. $ 10/$ 20 ist, beträgt der Big Blind $ 10.

Bei NLHE-Spielen ist der Betrag des Big Blinds auch der Mindesteinsatz in der aktuellen Einsatzrunde. Small Blind und Big Blind sind wichtig, weil sie das Geschehen anheizen und dafür sorgen, dass das Spiel ins Rollen kommt, weil sich bereits Geld im Pot befindet, um das man wetteifern kann.   
",Ciega grande,"La ciega grande, BB, es la segunda de las dos apuestas obligatorias. La pone el jugador a la izquierda de la ciega pequeña, y va rotando cada mano al siguiente jugador en el sentido de las agujas del reloj. En una partida de Hold’em sin límite de 10/20, la ciega grande son 20. De todas formas, en una partida con límite fijo, la ciega grande es la apuesta baja de la mesa. Por ejemplo, si las apuestas son 10/20, la ciega grande sería 10.

En Hold’em sin límite, la cantidad de la ciega grande también es la apuesta mínima en las rondas de apuestas. Las ciegas grande y pequeña son importantes porque incitan acción y hacen que funcione el juego, porque hay fichas en el centro para el ganador de la mano.",Big blind,"Big blind markeres som BB og er den anden af de to indledende obligatoriske indsatser. Big blind placeres af spilleren umiddelbart til venstre for small blind og roterer med uret efter hver hånd til den næste spiller. I et spil 10 $/20 $ No Limit (NLHE) udgør big blind 20 $. I et spil Fixed Limit NLHE svarer BB imidlertid til bordets nedre indsatsgrænse. Hvis bordets indsatsgrænse f.eks. er 10 $/20 $, udgør big blind 10 $.

I NLHE er størrelsen på big blind også minimumindsatsen i den aktuelle indsatsrunde. Small og big blind er vigtige, fordi de tilskynder til handling og sætter gang i spillet ved at sørge for, at der er penge i puljen.   ",Большой блайнд,"Большой блайнд, отмеченный маркером BB, — это вторая из двух изначальных принудительных ставок. Он ставится игроком, сидящим сразу слева от малого блайнда. Эта обязанность в каждой раздаче переходит к следующему игроку по часовой стрелке. В игре $10/$20 No-Limit (NLHE) большой блайнд равен $20. Заметим, что в игре Fixed Limit NLHE BB равен малой ставке за конкретным игровым столом. Например, если за столом играют $10/$20, большой блайнд равен $10.

В NLHE размер большого блайда — это одновременно минимальная ставка, возможная в текущем раунде торговли. Малый и большой блайнды важны, так как они провоцируют экшен и заставляют игроков в дальнейшем делать ставки и бороться за банк, ведь в нем уже есть деньги."
snap_deal,Hole cards,4,snap_deal_4,56,50,"After the small and big blinds are posted, each player gets two face-down cards. These are the players’ individual cards, also known as hole cards.",Hole cards,"After the small and big blinds are posted, each player gets two face-down cards. These are the players’ individual cards, also known as hole cards.",Taschenkarten,"Nachdem Small Blind und Big Blind gebracht wurden, erhält jeder Teilnehmer zwei Karten verdeckt. Dies sind die eigenen Karten der Spieler, die so genannten „Taschenkarten“.",Cartas particulares,"Después de que las ciegas grande y pequeña están en la mesa, cada jugador recibe dos cartas boca abajo. Estas son las cartas particulares de cada jugador.",Hole cards,"Når small og big blind er lagt ud, modtager hver spiller to kort med billedsiden nedad. Dette er spillerens individuelle kort, de såkaldte ""hole cards"".",Закрытые карты,"После постановки малого и большого блайндов каждый игрок получает две закрытые карты. Это личные карты игроков, которые также называются закрытыми или карманными картами."
snap_pre_flop,First player to act,1,snap_pre_flop_1,90,90,"The betting action starts with the player to the left of the big blind. The position of the player who acts first in the pre-flop round is known as ‘under the gun’ (UTG). It is considered to be the weakest table position, because the UTG player has to make decisions with no prior information about their opponents' play.",First player to act,"The betting action starts with the player to the left of the big blind. The position of the player who acts first in the pre-flop round is known as ‘under the gun’ (UTG). It is considered to be the weakest table position, because the UTG player has to make decisions with no prior information about their opponents' play.","Erster Spieler, der an der Reihe ist","Das Setzen beginnt mit dem Teilnehmer links neben dem Big Blind. Die Position des Teilnehmers, der in der Preflop-Runde als erster an der Reihe ist, wird „Under the Gun“ (UTG) genannt. Sie gilt als schwächste Tischposition, weil der UTG-Spieler Entscheidungen treffen muss, ohne bereits Informationen über das Spiel des Gegners zu besitzen.",Primer jugador en actuar,"La acción comienza con el jugador a la izquierda de la ciega grande. Esta posición se conoce como UTG (Under the gun). Se considera la posición más débil de la mesa, porque tiene que tomar las decisiones sin tener información de los rivales.",Første spiller til at agere,"Spilleren til venstre for big blind indleder indsatsrunden. Positionen for den spiller, der foretager den første handling preflop, kaldes ""under the gun"" (UTG). Den anses for at være den svageste position ved bordet, fordi spilleren, der er UTG, skal foretage sine valg uden at kende noget som helst til sine modstanderes spil.","Игрок, за которым первое слово","Торговля начинается с игрока, расположенного слева от большого блайнда. Позиция игрока, который первым принимает решение на префлопе, называется ""under the gun"" (UTG). Она считается худшей позицией за столом, потому что в UTG игрок обязан принимать решение, не имея никакой информации о действиях соперников."
snap_pre_flop,Call,2,snap_pre_flop_2,71,90,"To call is to match the bet made by the previous player. The first bet after the big blind needs to match the big blind, or raise it.",Call,"To call is to match the bet made by the previous player. The first bet after the big blind needs to match the big blind, or raise it.",Mitgehen,"Mitgehen bedeutet, den gleichen Einsatz wie der vorherige Spieler zu bringen. Der erste Einsatz nach dem Big Blind muss dem Big Blind entsprechen oder höher sein.",Pagar,"Pagar es igualar la apuesta hecha por el jugador anterior. El primer jugador después de la ciega grande tiene que igualar la ciega grande, o subirla.",Call,At calle betyder at matche den forudgående spillers indsats. Den første indsats efter big blind skal matche eller raise big blind.,Колл,"Заколлировать — значит уравнять ставку, сделанную предыдущим игроком. Первая ставка после большого блайнда должна либо уравнять большой блайнд, либо повысить стоимость продолжения розыгрыша."
snap_pre_flop,Raise,3,snap_pre_flop_3,22,90,"To raise is to increase the bet amount made by the previous player. If the current bet has already been raised, all the subsequent bets have to at least equal this raise amount.",Raise,"To raise is to increase the bet amount made by the previous player. If the current bet has already been raised, all the subsequent bets have to at least equal this raise amount.",Erhöhen,"Erhöhen bedeutet, den Einsatzbetrag des vorherigen Spielers zu erhöhen. Wenn der aktuelle Einsatz bereits erhöht wurde, müssen alle folgenden Einsätze mindestens diesem erhöhten Betrag entsprechen.",Subir,"Subir es incrementar la apuesta hecha por un jugador anterior. Si ha habido una subida, la siguientes apuestas tienen que ser al menos iguales a esta cantidad.",Raise,"At raise betyder at forøge den forudgående spillers indsats. Hvis den aktuelle indsats allerede er blevet raiset, skal alle efterfølgende indsatser svare til størrelsen af det pågældende raise som minimum.",Рейз,"Рейзить — значит повышать ставку, сделанную предыдущим игроком. Если текущая ставка уже была повышена, все последующую ставки должны быть как минимум равны рейзу."
snap_pre_flop,SNAP Fold,4,snap_pre_flop_4,38,50,"To fold is to not play a hand. If you decide to fold you are no longer eligible to take part in any more betting and get re-seated at a new table straight away with new opponents and newly dealt cards.

In SNAP, you don't have to wait until your turn to fold the hand. You can decide to not to play as soon as you are dealt your hole cards. This is what makes SNAP so different and super fast. Other players on the table will not see that you folded until it is your turn to act.",SNAP Fold,"To fold is to not play a hand. If you decide to fold you are no longer eligible to take part in any more betting and get re-seated at a new table straight away with new opponents and newly dealt cards.

In SNAP, you don't have to wait until your turn to fold the hand. You can decide to not to play as soon as you are dealt your hole cards. This is what makes SNAP so different and super fast. Other players on the table will not see that you folded until it is your turn to act.",SNAP Aussteigen,"Aussteigen bedeutet, eine Hand nicht zu spielen. Wenn Sie sich entschließen, auszusteigen, dürfen Sie sich nicht mehr am Setzen beteiligen und werden sofort an einen neuen Tisch mit neuen Gegenspielern und neu ausgeteilten Karten umgesetzt.

Bei SNAP müssen Sie nicht warten, bis Sie an der Reihe sind, um mit Ihrer Hand auszusteigen. Sie können sich entschließen, nicht zu spielen, sobald Sie Ihre Taschenkarten erhalten haben. Genau das macht SNAP so rasant und anders. Dass Sie ausgestiegen sind, sehen die anderen Spieler am Tisch jedoch erst, wenn Sie an der Reihe sind.",SNAP Fold,"Hacer fold es retirarse de la mano, no jugar la mano. Si decides tirarte pierdes el derecho de tomar parte en esta mano y se te sentará en una mesa nueva con nuevos rivales y se repartirán cartas nuevas. 

En SNAP no tienes que esperar a que sea tu turno para tirar la mano. Puedes decidir no jugar desde el momento en el que recibes tus cartas. Esto hace que SNAP sea tan distinto y rápido. El resto de jugadores de la mesa no sabrá que te has tirado hasta que sea tu turno.",SNAP-fold,"At folde betyder at give op. Hvis du folder, kan du ikke placere flere indsatser, og du genplaceres herefter øjeblikkeligt ved et nyt bord med nye modstandere og nye kort.

I SNAP behøver du ikke at vente på, at det bliver din tur, inden du folder din hånd. Du kan vælge, at du ikke vil spille, så snart du har set dine hole cards. Det er det, der gør SNAP så anderledes og lynhurtigt. De andre spillere ved bordet ser dog ikke, at du har foldet, før det er din tur.",SNAP Фолд,"Сфолдить — значит выйти из розыгрыша. Если вы сбросились, вы теряете право участвовать в торговле, и вас сразу пересаживают за новый стол с новыми соперниками и заново сданными картами.

В SNAP вам необязательно ждать своей очереди, чтобы сбросить карты. Вы можете отказаться от участия в розыгрыше, как только вам сдали закрытые карты. Вот благодаря чему SNAP уникален, и игровой процесс в нем протекает так быстро. При этом игроки за прежним столом не будут знать, что вы сбросили свою руку, пока очередь хода не дойдет до вашего места за этим столом."
snap_pre_flop,"“Fold, Watch and Play”",5,snap_pre_flop_5,48,50,"If you decided to fold your cards, but you still want to see how the hand ends, you can use the option of “Fold, Watch and Play”. In this instance, you are still re-seated at a new table ready to start a new hand. However, you can watch the previous hand in ‘observer mode’. Bear in mind that it is only possible to observe one hand at a time.

The “Fold, Watch and Play” option is enabled for SNAP ring (cash) games only.","“Fold, Watch and Play”","If you decided to fold your cards, but you still want to see how the hand ends, you can use the option of “Fold, Watch and Play”. In this instance, you are still re-seated at a new table ready to start a new hand. However, you can watch the previous hand in ‘observer mode’. Bear in mind that it is only possible to observe one hand at a time.

The “Fold, Watch and Play” option is enabled for SNAP ring (cash) games only.","Aussteigen, zuschauen und spielen","Wenn Sie sich entschlossen haben, mit Ihren Karten auszusteigen, aber trotzdem verfolgen möchten, wie die Hand endet, können Sie die Option „Aussteigen, zuschauen und spielen“ verwenden. In diesem Fall werden immer noch an einen neuen Tisch umgesetzt und können sofort eine neue Hand beginnen. Sie können die vorherige Hand jedoch im „Beobachtermodus“ verfolgen. Beachten Sie, dass jeweils immer nur eine einzige Hand verfolgt werden kann.

Die Option „Aussteigen, zuschauen und spielen“ wird nur für SNAP-Ringspiele (Cash Games) aktiviert.","Tirarse, ver y jugar","Si decides tirarte de tu mano, pero quieres ver cómo termina la mano, puedes usar la opción de “Tirarse, ver y jugar”. En este caso te siguen sentando en una nueva para jugar una nueva mano. Sin embargo, puedes ver la mano anterior hasta que termine. Ten en cuenta que solo puedes ver una mano al tiempo.

La opción “Tirarse, ver y jugar” solo está disponible para la modalidad cash de SNAP.","Fold, se og spil","Hvis du har besluttet at folde, men alligevel vil se, hvordan hånden ender, kan du vælge muligheden ""Fold, se og spil”. Hvis du gør det, genplaceres du stadig ved et nyt bord, så du kan være med i en ny hånd, men du kan se den tidligere hånd i ""observationstilstand"". Vær opmærksom på, at du kun kan observere én hånd ad gangen.

Muligheden ""Fold, se og spil"" findes kun i SNAP-cash games.","Функция ""Сбросить и смотреть""","Если вы решили сбросить свои карты, но хотите посмотреть, как будет проходить розыгрыш, вы можете воспользоваться функцией ""Сбросить и смотреть"". В таком случае вас по-прежнему пересаживают за новый стол, и вы в любой момент можете начать новую раздачу. Однако при этом у вас остается возможность посмотреть предыдущий розыгрыш в режиме наблюдателя. Обратите внимание, что одновременно можно смотреть только за одной раздачей.

Функция ""Сбросить и смотреть"" в SNAP-покере доступна только в кэш-играх."
snap_pre_flop,Check,6,snap_pre_flop_6,29,10,"To check means to bet nothing. In the pre-flop round, only the big blind has an option to check  - and only if no-one has raised. If there is a prior raise, the big blind can either call, raise, fold or go all-in.",Check,"To check means to bet nothing. In the pre-flop round, only the big blind has an option to check  - and only if no-one has raised. If there is a prior raise, the big blind can either call, raise, fold or go all-in.",Schieben,"Schieben bedeutet, nichts zu setzen. In der Preflop-Runde besitzt nur der Big Blind die Möglichkeit, zu schieben - und nur dann, wenn niemand erhöht hat. Wenn zuvor ein Teilnehmer erhöht hat, kann der Big Blind entweder mitgehen, erhöhen, aussteigen oder All-in gehen.",Pasar,"Pasar significa no apostar nada. En la ronda preflop, solo la ciega grande tiene la opción de pasar, y solo si nadie ha subido. Si ha habido una subida previa, la ciega grande puede pagar, subir, tirarse o ir all-in. ",Check,"At checke betyder at undlade at placere en indsats. I preflop-runden er det kun big blind, der har mulighed for at checke – og kun hvis ingen andre har raiset. Hvis der tidligere er blevet raiset, kan big blind udelukkende calle, raise, folde eller gå allin.",Чек,"Чекнуть — значит ничего не поставить. На префлопе такая опция имеется только у большого блайнда и только в том случае, если никто до него не сделал рейз. Если рейз все же был сделан, большой блайнд может заколлировать, ререйзить или пойти олл-ин."
snap_pre_flop,End of betting,7,snap_pre_flop_7,42,10,The betting round continues until all active players have each contributed equal amounts to the pot.,End of betting,The betting round continues until all active players have each contributed equal amounts to the pot.,Ende des Setzens,"Die Einsatzrunde wird fortgesetzt, bis alle aktiven Spieler die gleichen Beträge zum Pot beigesteuert haben.",Final de las apuestas,Las apuestas continúan hasta que todos los jugadores activos han contribuido con las mismas cantidades al bote.,Afslutning af indsatsrunden,"Indsatsrunden fortsætter, indtil alle aktive spillere har bidraget med lige store beløb til puljen.",Конец торговли,"Торговля продолжается до тех пор, пока все по-прежнему участвующие в розыгрыше игроки не внесут в банк одинаковую сумму."
snap_flop,Flop,1,snap_flop_1,27,50,Three face-up community cards are dealt on the table. ,Flop,Three face-up community cards are dealt on the table. ,Flop,"Drei Gemeinschaftskarten werden offen auf dem Tisch ausgeteilt. ",Flop,Se sacan tres cartas comunitarias en la mesa.,Flop,Der lægges tre fælleskort på bordet med billedsiden opad. ,Флоп,На стол выкладываются три открытые общие карты.
snap_flop,First player’s actions,2,snap_flop_2,10,10,"The first person to act is the first active player seated to the left of the dealer. 
They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes, clockwise, to the next player.",First player’s actions,"The first person to act is the first active player seated to the left of the dealer. 
They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes, clockwise, to the next player.",Aktionen des ersten Spielers,"Die erste Person, die an der Reihe ist, ist der erste aktive Spieler, der links neben dem Dealer sitzt.Dieser Spieler hat zwei Möglichkeiten: schieben oder einen Einsatz platzieren. Wenn der erste Spieler sich entschließt, zu schieben (also nichts setzt), wechselt die Action im Uhrzeigersinn zum nächsten Spieler.",Opciones del primer jugador,"El primer jugador en actuar es el sentado a la izquierda del dealer.

Tiene dos opciones: pasar o hacer una apuesta. Si el jugador decide pasar, la acción pasa, en el sentido de las agujas del reloj, al siguiente jugador.",Første spillers handlemuligheder,"Den aktive spiller, der sidder nærmest på dealerens venstre side, skal foretage den første handling.

Vedkommende har to muligheder: At checke eller placere en indsats. Hvis den første spiller checker (ikke placerer nogen indsats), går turen videre med uret til den næste spiller.",Действия первого игрока,"Первым принимает решение ближайший активный игрок слева от дилера.
У него две опции: чек или ставка. Если первый игрок решит чекнуть (ничего не поставит), ход переходит к следующему игроку по часовой стрелке."
snap_flop,Initial bet amount,3,snap_flop_3,30,10,"The initial bet amount should equal or exceed the minimum bet amount, which is equal to the big blind. All subsequent bets must equal or exceed that initial bet.",Initial bet amount,"The initial bet amount should equal or exceed the minimum bet amount, which is equal to the big blind. All subsequent bets must equal or exceed that initial bet.",Erster Einsatzbetrag,"Die Höhe des ersten Einsatzbetrags sollte mindestens dem Mindesteinsatzbetrag entsprechen, der mit dem Big Blind identisch ist. Alle weiteren Einsätze müssen diesem ersten Einsatz entsprechen oder ihn übersteigen.",Cantidad de la apuesta inicial,La cantidad de la apuesta inicial tiene que ser igual o superior a la cantidad de la apuesta mínima que es igual a la ciega grande. Las apuestas siguientes tienen que ser iguales o superiores a esta apuesta inicial.,Indledende indsatsstørrelse,"Størrelsen af den første indsats skal være lig med eller overstige den minimale indsatsstørrelse, hvilket svarer til big blind. Alle efterfølgende indsatser skal svare til eller overstige den første indsats.",Размер первой ставки,"Размер первой ставки должен быть не меньше минимального, т.е. не меньше большого блайнда.  Все последующие ставки должны быть не меньше этой первой ставки."
snap_flop,Other players’ actions,4,snap_flop_4,78,10,"After the initial bet is placed, all remaining players have four options: call, raise, fold or all-in. ",Other players’ actions,"After the initial bet is placed, all remaining players have four options: call, raise, fold or all-in. ",Aktionen der anderen Spieler,"Nachdem der erste Einsatz platziert wurde, haben alle übrigen Spieler vier Möglichkeiten: mitgehen, erhöhen, aussteigen oder All-in gehen. ",Otras opciones del jugador,"Después de la apuesta inicial, el resto de jugadores tiene cuatro opciones: pagar, subir, tirarse o ir all-in. ",Andre spilleres handlemuligheder,"Efter den første indsats er placeret, har de øvrige spillere fire muligheder: De kan calle, raise, folde eller gå allin. ",Действия других игроков,"После того как была сделана первая ставка, у всех оставшихся игроков четыре опции: колл, рейз, фолд или олл-ин. "
snap_flop,End of betting,5,snap_flop_5,21,90,"The betting round ends when all players, who have not folded, have bet equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the pot remains the same as in the pre-flop round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",End of betting,"The betting round ends when all players, who have not folded, have bet equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the pot remains the same as in the pre-flop round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, die gleichen Beträge zum Pot beigesteuert haben. Wenn alle Spieler sich entschließen, in der aktuellen Einsatzrunde zu schieben, es also keine neuen Einsätze gibt, bleibt der Pot derselbe wie in der Preflop-Runde. Wenn alle Spieler mit Ausnahme eines Spielers sich entschließen, in der aktuellen Runde auszusteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet.",Fin de las apuestas,"La ronda de apuestas termina cuando todos los jugadores que no se han tirado han puesto las mismas fichas en el bote. Si todos los jugadores deciden pasar en esta ronda de apuestas, sin que haya apuestas nuevas, el bote sigue igual que en la ronda pre-flop. Si todos los jugadores menos uno deciden tirarse, el jugador que no se ha tirado gana el bote y termina la mano. ",Afslutning af indsatsrunden,"Indsatsrunden slutter, når alle spillere, der ikke har foldet, har placeret lige store indsatser i puljen. Hvis alle spillere beslutter at checke i den aktuelle indsatsrunde, kommer der ingen nye indsatser, og puljen forbliver på samme niveau som efter preflop-runden. Hvis alle spillere undtagen én beslutter at folde i den aktuelle runde, vindes puljen af den spiller, der ikke har foldet, og indsatsrunden slutter.",Конец торговли,"Торговля заканчивается, когда все игроки, которые не сбросились, внесут в банк одинаковую сумму. Если в текущем раунде все игроки решат чекнуть, т.е. новых ставок сделано не будет, размер банка остается прежним — таким же, как на префлопе.  Если все игроки за исключением одного решат в текущем раунде сброситься, оставшийся игрок выигрывает банк, и розыгрыш завершается."
snap_turn,Turn,1,snap_turn_1,67,50,The fourth face-up community card is dealt on the table.,Turn,The fourth face-up community card is dealt on the table.,Turn,Die vierte Gemeinschaftskarte wird offen auf dem Tisch ausgeteilt.,Turn,La cuarta carta comunitaria se saca al centro de la mesa. ,Turn,Det fjerde fælleskort lægges på bordet med billedsiden opad.,Терн,На стол раздается четвертая открытая общая карта.
snap_turn,First player’s actions,2,snap_turn_2,78,13,"The first person to act is the first active player to the left of the dealer. They have two options: check or bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",First player’s actions,"The first person to act is the first active player to the left of the dealer. They have two options: check or bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",Aktionen des ersten Spielers,"Die erste Person, die an der Reihe ist, ist der erste aktive Spieler links neben dem Dealer. Dieser Spieler hat zwei Möglichkeiten: schieben oder setzen. Wenn der erste Spieler sich entschließt, zu schieben (also nichts setzt), wechselt die Action im Uhrzeigersinn zum nächsten Spieler.",Opciones del primer jugador,"El primer jugador en actuar es el sentado a la izquierda del dealer.

Tiene dos opciones: pasar o hacer una apuesta. Si el jugador decide pasar, la acción pasa, en el sentido de las agujas del reloj, al siguiente jugador.",Første spillers handlemuligheder,"Den aktive spiller, der sidder nærmest på dealerens venstre side, skal foretage den første handling. Vedkommende har to muligheder: At checke eller placere en indsats. Hvis den første spiller checker (ikke placerer nogen indsats), går turen videre med uret til den næste spiller.",Действия первого игрока,"Первым принимает решение ближайший активный игрок слева от дилера. У него две опции: чек или ставка. Если первый игрок решит чекнуть (ничего не поставит), ход переходит к следующему игроку по часовой стрелке."
snap_turn,Other players’ actions,3,snap_turn_3,91,64,"After the initial bet is placed, the players have the same options as in the previous rounds: call, raise, fold or go all-in.",Other players’ actions,"After the initial bet is placed, the players have the same options as in the previous rounds: call, raise, fold or go all-in.",Aktionen der anderen Spieler,"Nachdem der erste Einsatz platziert wurde, haben die Spieler dieselben Möglichkeiten wie in den vorherigen Runden: mitgehen, erhöhen, aussteigen oder All-in gehen.",Otras opciones del jugador,"Si hay una apuesta inicial, el resto de jugadores tiene cuatro opciones: pagar, subir, tirarse o ir all-in. ",Andre spilleres handlemuligheder,"Efter den første indsats er placeret, har de øvrige spillere de samme muligheder som i de tidligere runder: De kan calle, raise, folde eller gå allin.",Действия других игроков,"После того как была сделана первая ставка, у всех оставшихся игроков появляются те же четыре опции, что и в предыдущих раундах: колл, рейз, фолд или олл-ин."
snap_turn,End of betting,4,snap_turn_4,20,90,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",End of betting,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, die gleichen Beträge zum Pot beigesteuert haben. Wenn alle Spieler sich entschließen, in der aktuellen Einsatzrunde zu schieben, es also keine neuen Einsätze gibt, bleibt der Betrag im Pot identisch mit dem Betrag nach der Flop-Einsatzrunde. Wenn alle Spieler mit Ausnahme eines Spielers sich entschließen, in der aktuellen Runde auszusteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet.",Fin de las apuestas,"La ronda de apuestas termina cuando todos los jugadores que no se han tirado han puesto las mismas fichas en el bote. Si todos los jugadores deciden pasar en esta ronda de apuestas, sin que haya apuestas nuevas, el bote sigue igual que en la ronda del flop. Si todos los jugadores menos uno deciden tirarse, el jugador que no se ha tirado gana el bote y termina la mano. ",Afslutning af indsatsrunden,"Indsatsrunden slutter, når alle spillere, der ikke har foldet, har placeret lige store indsatser i puljen. Hvis alle spillere beslutter at checke i den aktuelle indsatsrunde, kommer der ingen nye indsatser, og puljen forbliver på samme niveau som efter flop-runden. Hvis alle spillere undtagen én beslutter at folde i den aktuelle runde, vindes puljen af den spiller, der ikke har foldet, og indsatsrunden slutter.",Конец торговли,"Торговля заканчивается, когда все игроки, которые не сбросились, добавят в банк одинаковую сумму. Если в текущем раунде все игроки решат чекнуть, т.е. новых ставок сделано не будет, размер банка остается прежним — таким же, как на флопе.  Если все игроки за исключением одного решат в текущем раунде сброситься, оставшийся игрок выигрывает банк, и розыгрыш завершается."
snap_river,River,1,snap_river_1,78,58,The fifth and final face-up community card is dealt on the table.,River,The fifth and final face-up community card is dealt on the table.,River,"Die fünfte und letzte Gemeinschaftskarte wird offen auf dem Tisch ausgeteilt.",River,La quinta carta comunitaria se saca al centro de la mesa. ,River,Det femte og sidste fælleskort lægges på bordet med billedsiden opad.,Ривер,На стол раздается пятая и последняя открытая общая карта.
snap_river,First player’s actions,2,snap_river_2,80,10,"The first person to act is the first player, with two hole cards, to the left of the dealer. 
They have two options: check or bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",First player’s actions,"The first person to act is the first player, with two hole cards, to the left of the dealer. 
They have two options: check or bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",Aktionen des ersten Spielers,"Die erste Person, die an der Reihe ist, ist der erste Spieler mit zwei Taschenkarten, der links neben dem Dealer sitzt.

Dieser Spieler hat zwei Möglichkeiten: schieben oder setzen. Wenn der erste Spieler sich entschließt, zu schieben (also nichts setzt), wechselt die Action im Uhrzeigersinn zum nächsten Spieler.",Opciones del primer jugador,"El primer jugador en actuar es el que aún tenga dos cartas, esté sentado a la izquierda del dealer.

Tiene dos opciones: pasar o hacer una apuesta. Si el jugador decide pasar, la acción pasa, en el sentido de las agujas del reloj, al siguiente jugador.
",Første spillers handlemuligheder,"Den aktive spiller, der sidder nærmest på dealerens venstre side, skal foretage den første handling.

Vedkommende har to muligheder: At checke eller placere en indsats. Hvis den første spiller checker (ikke placerer nogen indsats), går turen videre med uret til den næste spiller.",Действия первого игрока,"Первым принимает решение ближайший слева от дилера игрок, у которого еще есть закрытые карты.

У него две опции: чек или ставка. Если первый игрок решит чекнуть (ничего не поставит), ход переходит к следующему игроку по часовой стрелке."
snap_river,Other players’ actions,3,snap_river_3,91,64,"Once an initial bet is placed, the players have the same options as in the previous rounds. 
Players can call, raise, fold or go all-in.",Other players’ actions,"Once an initial bet is placed, the players have the same options as in the previous rounds. 
Players can call, raise, fold or go all-in.",Aktionen der anderen Spieler,"Sobald ein erster Einsatz platziert wurde, haben die Spieler dieselben Möglichkeiten wie in den vorherigen Runden.
Die Spieler können mitgehen, erhöhen, aussteigen oder All-in gehen.
",Otras opciones del jugador,"Si hay una apuesta inicial, el resto de jugadores tiene cuatro opciones: pagar, subir, tirarse o ir all-in. ",Andre spilleres handlemuligheder,"Efter den første indsats er placeret, har de øvrige spillere de samme muligheder som i de tidligere runder.

De kan calle, raise, folde eller gå allin.",Действия других игроков,"После первой ставки у игроков имеются те же опции, что и в предыдущих раундах.

Они могут коллировать, рейзить, сброситься или идти олл-ин."
